NAME,TYPE,GROUP,LAT,LONG,THUMBNAIL,NOTES,NOTES_NEW,x,y,TIB
Taenga,Atoll,"French Polynesia, Tuamotu group",-16.3574,-143.1398,http://dpanther2.fiu.edu/worldAtolls/391. Taenga.jpg,Platform area 194.05 km2; lagoon 168.97 km2 (Allen Coral Atlas 06/21) one pass at west. Dmax 14m. Refs: A5; P10.,Platform area 194.05 km2; lagoon 168.97 km2 (Allen Coral Atlas 06/21) one pass at west. Dmax 14m. Refs: A5; P10.,-15934249.65,-1846149.018,
Katiu,Atoll,"French Polynesia, Tuamotu group",-16.4236,-144.3601,http://dpanther2.fiu.edu/worldAtolls/392. Katiu.jpg,"Platform area 262.67 km2, lagoon 229.1 km2 (Google Earth 06/21) Dmax 20m. Refs: A5;  P10 for depth.","Platform area 262.67 km2, lagoon 229.1 km2 (Google Earth 06/21) Dmax 20m. Refs: A5;  P10 for depth.",-16070092.82,-1853830.539,
Makemo,Atoll,"French Polynesia, Tuamotu group",-16.618,-143.689,http://dpanther2.fiu.edu/worldAtolls/394. Makemo.jpg,"Platform area 737 km2, passes N & NW (Google Earth 06/21); lagoon area 603 km2. Dmean 18m, Dmax 60 m, renewal time 15 days. Refs: P1; P10.","Platform area 737 km2, passes N & NW (Google Earth 06/21); lagoon area 603 km2. Dmean 18m, Dmax 60 m, renewal time 15 days. Refs: P1; P10.",-15995386.31,-1876402.926,
Faaite,Atoll,"French Polynesia, Tuamotu group",-16.7506,-145.2421,http://dpanther2.fiu.edu/worldAtolls/398. Faaite.jpg,"Platform area 269.86 km2; lagoon 224.1 km2 (Google Earth 06/21), Dmax 20m. Refs: A5; P10 for depth.","Platform area 269.86 km2; lagoon 224.1 km2 (Google Earth 06/21), Dmax 20m. Refs: A5; P10 for depth.",-16168276.61,-1891812.624,
Tahanea,Atoll,"French Polynesia, Tuamotu group",-16.8646,-144.7778,http://dpanther2.fiu.edu/worldAtolls/400. Tahanea.jpg,"Platform  area 624.34; lagoon 546.2 km2 (Google Earth 06/21), Dx̄ 45m, Dmax 24 m. Renewal time 55 days. Refs: A5; P1; P10.","Platform  area 624.34; lagoon 546.2 km2 (Google Earth 06/21), Dx̄ 45m, Dmax 24 m. Renewal time 55 days. Refs: A5; P1; P10.",-16116590.97,-1905069.361,
Motutunga,Atoll,"French Polynesia, Tuamotu group",-17.1036,-144.3686,http://dpanther2.fiu.edu/worldAtolls/402. Motutunga.jpg,"Platform area 158.34 km2, lagoon 122.9 km2  with two passes at NW (Allen Coral Atlas 06/21). Ref: A5.","Platform area 158.34 km2, lagoon 122.9 km2  with two passes at NW (Allen Coral Atlas 06/21). Ref: A5.",-16071039.04,-1932888.03,
Haraiki,Atoll,"French Polynesia, Tuamotu group",-17.4651,-143.4489,http://dpanther2.fiu.edu/worldAtolls/407. Haraiki.jpg,"Platform area 25 km2; lagoon 11.0 km2, Dx̄ 10m, renewal time 3 days. Refs: A1; D6; P1.","Platform area 25 km2; lagoon 11.0 km2, Dx̄ 10m, renewal time 3 days. Refs: A1; D6; P1.",-15968658.5,-1975033.302,
Amanu,Atoll,"French Polynesia, Tuamotu group",-17.8076,-140.7621,http://dpanther2.fiu.edu/worldAtolls/409. Amanu.jpg,"Platform area 235.13; lagoon 210 km2;  Dx̄ 30m, Dmax 62m. Renewal time 39 days. Refs: A5; P1; P10.","Platform area 235.13; lagoon 210 km2;  Dx̄ 30m, Dmax 62m. Renewal time 39 days. Refs: A5; P1; P10.",-15669565.29,-2015040.698,
Hao,Atoll,"French Polynesia, Tuamotu group",-18.2471,-140.8738,http://dpanther2.fiu.edu/worldAtolls/413. Hao.jpg,"Platform area 497 km2, lagoon Dx̄ 40m, Dmax 61m, renewal time 90 days. Refs: P1; P10.","Platform area 497 km2, lagoon Dx̄ 40m, Dmax 61m, renewal time 90 days. Refs: P1; P10.",-15681999.68,-2066491.538,
Nengonengo,Atoll,"French Polynesia, Tuamotu group",-18.7518,-141.8072,http://dpanther2.fiu.edu/worldAtolls/416. Nengonengo.jpg,Platform area 67.8 km2. Ref: A6.,Platform area 67.8 km2. Ref: A6.,-15785905.29,-2125736.067,
Muruoa,Atoll,"French Polynesia, Tuamotu group",-21.8347,-138.8842,http://dpanther2.fiu.edu/worldAtolls/435. Muruoa.jpg,"Nuclear tests by France 1966-1996; Platform 50.60 km2; lagoon 37.77 km2, Dmax 52m, Dx̄ 33m. Ref: A7; M3.","Nuclear tests by France 1966-1996; Platform 50.60 km2; lagoon 37.77 km2, Dmax 52m, Dx̄ 33m. Ref: A7; M3.",-15460518.42,-2491690.527,
Sibutu,Atoll,southern Sulu Sea,4.7066,119.3668,http://dpanther2.fiu.edu/worldAtolls/122. Sibutu.jpg,Platform 523 km2; two lagoons separated by shoal areas at platform center. Northern presumably >10m= 110 km2; southern lagoon >10m= 21 km2. Note other small possible atolls to the west. Ref: Allen Coral Atlas 05/21.,Platform 523 km2; two lagoons separated by shoal areas at platform center. Northern presumably >10m= 110 km2; southern lagoon >10m= 21 km2. Note other small possible atolls to the west. Ref: Allen Coral Atlas 05/21.,13287851.39,524526.5573,
Maratua,Atoll,"Indonesia, Sulawesi Sea",2.206,118.6347,http://dpanther2.fiu.edu/worldAtolls/123. Maratua.jpg,Shoe-shaped platform 690 km2 with coral/algal rim; 2 passes with sediment fans into lagoon and coral growth at east. Lagoon ~78km2 excluding marginal sand/rubble area E & SW. Dmax 10m. Ref: Allen Coral Atlas 06/21; T3.,Shoe-shaped platform 690 km2 with coral/algal rim; 2 passes with sediment fans into lagoon and coral growth at east. Lagoon ~78km2 excluding marginal sand/rubble area E & SW. Dmax 10m. Ref: Allen Coral Atlas 06/21; T3.,13206354.39,245631.4916,
Taka Garlarang,Atoll,"Indonesia, Flores Sea",-6.491,121.2505,http://dpanther2.fiu.edu/worldAtolls/134. Taka Garlarang.jpg,"Platform 111 km2, open at part of west. Shoal areas mainly rock, sand & rubble; coral/algae best dev. at east/west passes and around lagoon perimeter. Lagoon >20m deep: 37.5 km2. Ref: Allen Coral Atlas 05/21. Dmax 25m by Tomascik et al. 1997.","Platform 111 km2, open at part of west. Shoal areas mainly rock, sand & rubble; coral/algae best dev. at east/west passes and around lagoon perimeter. Lagoon >20m deep: 37.5 km2. Ref: Allen Coral Atlas 05/21. Dmax 25m by Tomascik et al. 1997.",13497543.92,-724125.4369,
Taka Bassi,Atoll,"Indonesia, Flores Sea",-7.5144,121.1979,http://dpanther2.fiu.edu/worldAtolls/137. Taka Bassi.jpg,"aka Kar. Marianne. Double atoll. Platform 16.7 km2 all coral rimmed. Northern area 9.5 km2, coral rim with sand & microalgae in lagoon <10m. ~46 ha pond-like and deeper.  South (2nd atoll) lagoon submerged 2-5m, Dmax 50m. Allen Atlas, Tomascik et al. 199","aka Kar. Marianne. Double atoll. Platform 16.7 km2 all coral rimmed. Northern area 9.5 km2, coral rim with sand & microalgae in lagoon <10m. ~46 ha pond-like and deeper.  South (2nd atoll) lagoon submerged 2-5m, Dmax 50m. Allen Atlas, Tomascik et al. 199",13491688.51,-838907.592,
Saponda Utara,Atoll,"Indonesia, south Gulf of Tolo",-3.8836,122.8128,http://dpanther2.fiu.edu/worldAtolls/150. Saponda Utara.jpg,"Platform ~13 km2 largely submerged except 1.7 km2 island at NE rim with coral/algae at margins, and 4 patch reef areas at S rim. Lagoon Dmax 37m, without visible features.  Ref: Allen Coral Atlas 06/21; T3.","Platform ~13 km2 largely submerged except 1.7 km2 island at NE rim with coral/algae at margins, and 4 patch reef areas at S rim. Lagoon Dmax 37m, without visible features.  Ref: Allen Coral Atlas 06/21; T3.",13671458.36,-432651.7934,
Lintea,Atoll,"Indonesia, SE Sulawesi, Wakatobi Islands (Tukang Besi)",-5.831,123.8638,http://dpanther2.fiu.edu/worldAtolls/156. Lintea.jpg,"Platform tilted, 159 km2; channel at W; east island 64m high. SE flats dominated by seagrass (cf. nearby atolls). Lagoon~36 km2; coral/algae at perimeter & south lagoon. Dmax 25m. Refs: Allen Reef Atlas 06/21; T3.","Platform tilted, 159 km2; channel at W; east island 64m high. SE flats dominated by seagrass (cf. nearby atolls). Lagoon~36 km2; coral/algae at perimeter & south lagoon. Dmax 25m. Refs: Allen Reef Atlas 06/21; T3.",13788455.14,-650227.3401,
Meatimiarang,Atoll,"Indonesia, Banda Sea",-8.2708,128.4589,http://dpanther2.fiu.edu/worldAtolls/160. Meatimiarang.jpg,"Platform 230 km2, weak coral rim SE & NW. Shallow lagoon with coral/algae and small seagrass areas NW & E grading into central sand, microalgal mats toward North. Lagoon >10-20m ~25 km2, Dmax 21m Refs. Allen Coral Atlas 04/21; Tomascik et al. 1997.","Platform 230 km2, weak coral rim SE & NW. Shallow lagoon with coral/algae and small seagrass areas NW & E grading into central sand, microalgal mats toward North. Lagoon >10-20m ~25 km2, Dmax 21m Refs. Allen Coral Atlas 04/21; Tomascik et al. 1997.",14299979.34,-923915.5527,
Pulau Ju,Atoll,"Indonesia, Halmahera Sea",-0.04,129.6203,http://dpanther2.fiu.edu/worldAtolls/161. Pulau Ju.jpg,Platform 39.3 km2 with thin coral rim NE/SE; shallow remnant lagoon ~6.2 km2 open at south; primarily sand with microalgal mats and rubble. Ref: Allen Coral Atlas 05/21.,Platform 39.3 km2 with thin coral rim NE/SE; shallow remnant lagoon ~6.2 km2 open at south; primarily sand with microalgal mats and rubble. Ref: Allen Coral Atlas 05/21.,14429265.79,-4452.779993,
Kepuluan Widi east,Atoll,"Indonesia, Halmahera Sea",-0.6389,128.5571,http://dpanther2.fiu.edu/worldAtolls/162. Kepeluan Widi West.jpg,"Platform 48.7 km2 with shallow, but 200m-wide pass at SE. Thin coral rim. Main lagoon 18.1 km2 may be 10-20m or more with large shoal & slope reef areas. Adjacent shallow lagoon 2.4 km2, sandy with µalgal mats. Allen Coral Atlas 06/21.","Platform 48.7 km2 with shallow, but 200m-wide pass at SE. Thin coral rim. Main lagoon 18.1 km2 may be 10-20m or more with large shoal & slope reef areas. Adjacent shallow lagoon 2.4 km2, sandy with µalgal mats. Allen Coral Atlas 06/21.",14310910.91,-71123.49663,
Mapia,Atoll,"Western New Guinea, NW of Cenderawasih Bay",0.8796,134.3049,http://dpanther2.fiu.edu/worldAtolls/165. Mapia.jpg,"Platform 61.85 km2, thin coral algal rim at N & NE. Lagoon with ~65m wide pass at W, narrowed by coral growth. Open? Lagoon 23.6 km2 10m deep, incl. 10.5 km2 ≥20m deep with patch reefs & sand bars at 10-20m levels. Ref: Allen Coral Atlas 06/21.","Platform 61.85 km2, thin coral algal rim at N & NE. Lagoon with ~65m wide pass at W, narrowed by coral growth. Open? Lagoon 23.6 km2 10m deep, incl. 10.5 km2 ≥20m deep with patch reefs & sand bars at 10-20m levels. Ref: Allen Coral Atlas 06/21.",14950753.08,97920.47052,
Rani,Atoll,"Western New Guinea, north of Cenderawasih Bay",-0.8786,135.4355,http://dpanther2.fiu.edu/worldAtolls/166. Rani.jpg,"Platform 67 km2; rim submerged at NW adds ~20 km2. Thinly rimmed with coral/algae. Lagoon irregular, 26.7 km2, mostly shallow, microalgal mats at W. Lagoon >10 m deep ~ 7.5 km at center with coral at eastern lagoon slope. Ref. Allen Coral Atlas 06/21.","Platform 67 km2; rim submerged at NW adds ~20 km2. Thinly rimmed with coral/algae. Lagoon irregular, 26.7 km2, mostly shallow, microalgal mats at W. Lagoon >10 m deep ~ 7.5 km at center with coral at eastern lagoon slope. Ref. Allen Coral Atlas 06/21.",15076610.9,-97809.13792,
Mioswundi,Atoll,"Western New Guinea, north of Cenderawasih Bay",-1.27,136.4,http://dpanther2.fiu.edu/worldAtolls/167. Mioswundi.jpg,"Platform 116.6 km2, rim open at south; thinly rimmed with coral/algae (except eastern side). Lagoon 42.9 km2, shoal areas with seagrass. Lagoon is 80% >10m deep incl. slope with coral and pinnacles. Ref: Allen Coral Atlas 06/21.","Platform 116.6 km2, rim open at south; thinly rimmed with coral/algae (except eastern side). Lagoon 42.9 km2, shoal areas with seagrass. Lagoon is 80% >10m deep incl. slope with coral and pinnacles. Ref: Allen Coral Atlas 06/21.",15183978.54,-141387.3315,
Ninigo,Atoll,No. of Papua New Guinea,-1.3121,144.2766,http://dpanther2.fiu.edu/worldAtolls/170. Ninigo-Hermit.jpg,"largest atoll of the Ninigo group Ninigo platform 443.8 km2, 17% of rim at west submerged; islands rimmed by coral/algae. Lagoon 366.4 km2, depth mostly >20m with numerous sand/coral pinnacles, esp. at north. Ref: Google Earth 06/21.","largest atoll of the Ninigo group Ninigo platform 443.8 km2, 17% of rim at west submerged; islands rimmed by coral/algae. Lagoon 366.4 km2, depth mostly >20m with numerous sand/coral pinnacles, esp. at north. Ref: Google Earth 06/21.",16060797.65,-146075.0722,
Budibudi,Atoll,"east of Woodlark Island, PNG",-9.2862,153.6736,http://dpanther2.fiu.edu/worldAtolls/175. Budibudi.jpg,"Platform 25.1 km2, partly open at west. Coral/algal rim best developed at south. Sand apron up to 650m wide surrounds lagoon with four coral/sand pinnacles, but not in most of lagoon. Ref: Allen Coral Atlas 05/21.","Platform 25.1 km2, partly open at west. Coral/algal rim best developed at south. Sand apron up to 650m wide surrounds lagoon with four coral/sand pinnacles, but not in most of lagoon. Ref: Allen Coral Atlas 05/21.",17106866.9,-1038290.736,
Egum,Atoll,east of Papua New Guinea,-9.41,151.94,http://dpanther2.fiu.edu/worldAtolls/176. Egum.jpg,"Platform 484 km2 by Google Earth; southern rim partly submerged. Coral/algal rim at east, as well as facing lagoon, less so at west. Lagoon~10-20m at north with shallow areas of coral and sand","Platform 484 km2 by Google Earth; southern rim partly submerged. Coral/algal rim at east, as well as facing lagoon, less so at west. Lagoon~10-20m at north with shallow areas of coral and sand",16913883.43,-1052257.576,
Conflict,Atoll,east of Papua New Guinea,-10.7804,151.798,http://dpanther2.fiu.edu/worldAtolls/178. Conflict.jpg,"Platform 210.5 km2 with coral/algal rim best developed at S. Lagoon mostly >20m with two islands & sand & coral-ringed pinnacles. Dmax 38m by GPSnauticalcharts.com Ref: Allen Coral Atlas 05/21; note that Purdy (2001) reports platform as 18 km2, Dmax 27m","Platform 210.5 km2 with coral/algal rim best developed at S. Lagoon mostly >20m with two islands & sand & coral-ringed pinnacles. Dmax 38m by GPSnauticalcharts.com Ref: Allen Coral Atlas 05/21; note that Purdy (2001) reports platform as 18 km2, Dmax 27m",16898076.06,-1207212.709,
Nuguria,Atoll,east of Bismarck Sea,-3.3195,154.6854,http://dpanther2.fiu.edu/worldAtolls/183. Nuguria.jpg,"Platform 179.1 km2 with coral/algae rim, more at W, less at SE. Apron up to 750m wide. Lagoon 108.1 km2, passes W & NE. Depth ~10-20m with many pinnacles. Shallower in middle, deeper near ends. Allen Coral Atlas 06/21.","Platform 179.1 km2 with coral/algae rim, more at W, less at SE. Apron up to 750m wide. Lagoon 108.1 km2, passes W & NE. Depth ~10-20m with many pinnacles. Shallower in middle, deeper near ends. Allen Coral Atlas 06/21.",17219499.96,-369731.9482,
Pinipir,Atoll,east of Bismarck Sea,-4.4,154.1201,http://dpanther2.fiu.edu/worldAtolls/184. Pinipir.jpg,"Platform 26.8 km2 with patchy coral/sand rim. Lagoon 8.1 km2 with 6m deep ~200m opening at NW. Mangroves at NE. Lagoon with shallow coral edge & extensive seagrass esp. along E margin; <10m except 37 ha at N, Dmax 33m. Allan Atlas 06/21, USN HO chart 103","Platform 26.8 km2 with patchy coral/sand rim. Lagoon 8.1 km2 with 6m deep ~200m opening at NW. Mangroves at NE. Lagoon with shallow coral edge & extensive seagrass esp. along E margin; <10m except 37 ha at N, Dmax 33m. Allan Atlas 06/21, USN HO chart 103",17156571.05,-490287.9,
Nukumanu,Atoll,north of Solomon Islands,-4.5429,159.3974,http://dpanther2.fiu.edu/worldAtolls/187. Nukumanu.jpg,"Platform 236 km2; thin coral/algal rim, weakest at south. West rim partly open. Sand apron up to 700m at SE, narrower elsewhere. Lagoon 193.2 km2 mostly 10-20m with six pinnacles shallower at SE. Ref: Allen Coral Atlas 06/21.","Platform 236 km2; thin coral/algal rim, weakest at south. West rim partly open. Sand apron up to 700m at SE, narrower elsewhere. Lagoon 193.2 km2 mostly 10-20m with six pinnacles shallower at SE. Ref: Allen Coral Atlas 06/21.",17744037.4,-506244.025,No
Nukapu,Atoll,Santa Cruz Islands,-10.0906,166.0389,http://dpanther2.fiu.edu/worldAtolls/194. Nakapu.jpg,"island ~6.5% of rim area; platform 6.7 km2 rimmed with coral/algae; lagoon flat rubble grading into primarily sandy lagoon bottom. Deeper lagoon at center: 52 ha area ~10m deep, bisected by sand and coral/algal channel. Ref: Allen Coral Atlas 05/21.","island ~6.5% of rim area; platform 6.7 km2 rimmed with coral/algae; lagoon flat rubble grading into primarily sandy lagoon bottom. Deeper lagoon at center: 52 ha area ~10m deep, bisected by sand and coral/algal channel. Ref: Allen Coral Atlas 05/21.",18483365.8,-1129132.539,
The Great Reef,Atoll,Santa Cruz Islands,-10.228,166.2353,http://dpanther2.fiu.edu/worldAtolls/195. The Great Reef.jpg,Complex main platform 128 km2 with 25 km-long continuous rim at the north; complex southern rim with several smaller atoll-like reefs ranging from 1.5-4.7 km diameter by Allen Coral Atlas 5/21.,Complex main platform 128 km2 with 25 km-long continuous rim at the north; complex southern rim with several smaller atoll-like reefs ranging from 1.5-4.7 km diameter by Allen Coral Atlas 5/21.,18505228.95,-1144671.473,
Rowa,Atoll,Vanuatu,-13.6239,167.5185,http://dpanther2.fiu.edu/worldAtolls/196. Rowa.jpg,Platform 27 km2 rimmed with coral/algae except at embayed western side; reef flat and lagoon almost entirely <10m deep; bottom primarily rubble and sand by Allen Coral Atlas 05/21. Island privately owned.,Platform 27 km2 rimmed with coral/algae except at embayed western side; reef flat and lagoon almost entirely <10m deep; bottom primarily rubble and sand by Allen Coral Atlas 05/21. Island privately owned.,18648074.12,-1531102.541,
Nukumbasanga,Atoll,"Ringgold Islands, Fiji",-16.3101,-179.2631,http://dpanther2.fiu.edu/worldAtolls/200. Nukumbasanga.jpg,Platform 9.4 km2 with strong reef development at N & E sides. Numerous apparent coral plateaus on reef slope SE & NW toward Adolphus Reef. Lagoon mostly <10m mostly sand & microalgae; some coral/algal growth at edges. Ref: Allen Coral Atlas 05/21.,Platform 9.4 km2 with strong reef development at N & E sides. Numerous apparent coral plateaus on reef slope SE & NW toward Adolphus Reef. Lagoon mostly <10m mostly sand & microalgae; some coral/algal growth at edges. Ref: Allen Coral Atlas 05/21.,-19955477.01,-1840662.155,
Raraka,Atoll,"French Polynesia, Tuamotu group",-16.1764,-144.8953,http://dpanther2.fiu.edu/worldAtolls/389. Raraka.jpg,Platform area 401.8 km2; lagoon area 354.8 km2. Ref: Google Earth 06/21. See also A6.,Platform area 401.8 km2; lagoon area 354.8 km2. Ref: Google Earth 06/21. See also A6.,-16129671.01,-1825159.93,
Sikaeana,Atoll,North of Solomon Islands,-8.4042,162.8887,http://dpanther2.fiu.edu/worldAtolls/453. Sikaeana.jpg,,This is an almost-atoll with a remnant volcanic crater in the middle of the north island,18132687.14,-938924.2012,
Ile Desroches,Atoll,"Amirante Islands , Indian Ocean",-5.652,53.5665,http://dpanther2.fiu.edu/worldAtolls/452. Ile Desroches.jpg,,,5962995.504,-630200.6766,
Padea Besar,Atoll,"Indonesia, Flores Sea",-3.5031,123.0779,http://dpanther2.fiu.edu/worldAtolls/448. Padea Pasar.jpg,,,13700969.16,-390206.4941,
Cagayan,Atoll,Sulu Sea,9.6517,121.2622,http://dpanther2.fiu.edu/worldAtolls/447. Cagayan.jpg,,,13498846.36,1079540.11,
Minicoy,Atoll,Lakshadweep Islands,8.2958,73.0451,http://dpanther2.fiu.edu/worldAtolls/46. Minicoy.jpg,,,8131343.337,926727.8786,
Takume,Atoll,"French Polynesia, Tuamotu group",-15.8099,-142.2098,http://dpanther2.fiu.edu/worldAtolls/382. Takume.jpg,,,-15830722.52,-1782718.546,
Suwarrow,Atoll,Cook Islands,-13.2279,-163.1261,http://dpanther2.fiu.edu/worldAtolls/359. Suwarrow.jpg,,,-18159114.39,-1485781.342,No
Ayawi,Atoll,"Western New Guinea, NW of Cenderawasih Bay",0.0151,134.8918,http://dpanther2.fiu.edu/worldAtolls/454. Ayawi.jpg,,,15016086.49,1680.92433,
