NAME,TYPE,GROUP,LAT,LONG,THUMBNAIL,NOTES,NOTES_NEW,x,y
Ladd,Atoll Reef,"Spratly Islands, So. China Sea",8.6663,111.6755,http://dpanther2.fiu.edu/worldAtolls/110. Riji.jpg,"aka Riji. Platform 9.85 km2, rimmed with coral/algae, esp. at N. Pass at S rim dredged in 2016. Lagoon at center 1.1km2, primarily sand & microalgae, rock/rubble elsewhere. Allen Coral Atlas 06/21.","aka Riji. Platform 9.85 km2, rimmed with coral/algae, esp. at N. Pass at S rim dredged in 2016. Lagoon at center 1.1km2, primarily sand & microalgae, rock/rubble elsewhere. Allen Coral Atlas 06/21.",12431659.794084229,968427.8266561786
Nukulaelae,Closed Atoll,Tuvalu (Ellis Islands),-9.3872,179.8424,http://dpanther2.fiu.edu/worldAtolls/324. Nukulaelae.jpg,Platform 43 km2 with well-dev. coral rim. Many nearby coral plateaus. Lagoon 25.4 km2 with shallow marginal reefs; apron 1-2 km at N & S with µalgal mats; narrower elsewhere. Dmax 27m with sand/coral islets/pinnacles. Refs: Allen Coral Atlas 05/21; P10.,Platform 43 km2 with well-dev. coral rim. Many nearby coral plateaus. Lagoon 25.4 km2 with shallow marginal reefs; apron 1-2 km at N & S with µalgal mats; narrower elsewhere. Dmax 27m with sand/coral islets/pinnacles. Refs: Allen Coral Atlas 05/21; P10.,20019964.391040236,-1049684.9571510067
Kure,Atoll Reef,Hawaiian Archipelago,28.4226,-178.3294,http://dpanther2.fiu.edu/worldAtolls/325. Kure.jpg,Northernmost atoll of the Hawaiian Archipelago limits coral reef formation (Darwin Point). Lagoon 58 km2; Dmax 15m. Proportion of lagoon sand apron to platform area >70% suggests nearly filled bucket. Refs: Isaack & Gischler 2015; Purdy 2001; Grigg 1982.,Northernmost atoll of the Hawaiian Archipelago limits coral reef formation (Darwin Point). Lagoon 58 km2; Dmax 15m. Proportion of lagoon sand apron to platform area >70% suggests nearly filled bucket. Refs: Isaack & Gischler 2015; Purdy 2001; Grigg 1982.,-19851538.001469996,3302359.216673098
Commodore,Closed Atoll,"Spratly Islands, So. China Sea",8.359,115.226,http://dpanther2.fiu.edu/worldAtolls/111. Siling.jpg,"aka Siling; Platform 27.5 km2 rimmed by coral. Two shallow lagoon sections separated by shallow rubble & coral growth that extends from the reef flat, esp. at north. Lagoon west 5.7 km2 ~>10m; lagoon east 2 km2. Ref. Allen Coral Reef Atlas 04/21.","aka Siling; Platform 27.5 km2 rimmed by coral. Two shallow lagoon sections separated by shallow rubble & coral growth that extends from the reef flat, esp. at north. Lagoon west 5.7 km2 ~>10m; lagoon east 2 km2. Ref. Allen Coral Reef Atlas 04/21.",12826899.646145754,933838.2378977017
Midway,Atoll,Hawaiian Archipelago,28.237,-177.3711,http://dpanther2.fiu.edu/worldAtolls/326. Midway.jpg,"Atoll is currently a refuge admin. by USFWS. 1996. Lagoon 83 km2; D max 6 m. Proportion of lagoon sand apron to platform area is high, >57% of platform area, suggesting a filling bucket. Refs: Isaack & Gischler 2015; Purdy 2001.","Atoll is currently a refuge admin. by USFWS. 1996. Lagoon 83 km2; D max 6 m. Proportion of lagoon sand apron to platform area is high, >57% of platform area, suggesting a filling bucket. Refs: Isaack & Gischler 2015; Purdy 2001.",-19744860.533442803,3278887.0601375904
Pearl & Hermes,Atoll Reef,Hawaiian Archipelago,27.873,-175.8354,http://dpanther2.fiu.edu/worldAtolls/327. Pearl & Hermes.jpg,Lagoon 320 m2; Dmax 27 m. Ref: Purdy 2001.,Lagoon 320 m2; Dmax 27 m. Ref: Purdy 2001.,-19573907.19143157,3232971.410254574
Laysan,"Closed Atoll, Altered Salinity/Oxygen",Hawaiian Archipelago,25.7695,-171.7328,http://dpanther2.fiu.edu/worldAtolls/328. Laysan.jpg,"Remnant lagoon ~83 ha, reported as hypersaline due to isolation by uplift (Caspers 1981), but salinity and depth vary with rainfall. Dx̄ 1-2 m, Dmax < 5 m Ely & Clapp 1973.","Remnant lagoon ~83 ha, reported as hypersaline due to isolation by uplift (Caspers 1981), but salinity and depth vary with rainfall. Dx̄ 1-2 m, Dmax < 5 m Ely & Clapp 1973.",-19117207.84850309,2970560.4261860233
French Frigate,Atoll Reef,Hawaiian Archipelago,23.7551,-166.2096,http://dpanther2.fiu.edu/worldAtolls/329. French Frigate.jpg,"Atoll? Lagoon area ~600 km2 by Google Earth; western edge submerged, poorly defined in satellite view.","Atoll? Lagoon area ~600 km2 by Google Earth; western edge submerged, poorly defined in satellite view.",-18502368.03695368,2723594.2471318813
Johnston,Atoll,Isolated central Pacific,16.745,-169.513,http://dpanther2.fiu.edu/worldAtolls/330. Johnston.jpg,"Unincorp. U.S. territory admin. by USAF. Used for nuclear and biol. weapons testing and for Agent Orange storage and disposal; superfund. Lagoon 203 km2; Dmax 27. Ref: Purdy, 2001.","Unincorp. U.S. territory admin. by USAF. Used for nuclear and biol. weapons testing and for Agent Orange storage and disposal; superfund. Lagoon 203 km2; Dmax 27. Ref: Purdy, 2001.",-18870100.84284018,1891161.6213124474
Kingman,Atoll Reef,Isolated central Pacific,6.4068,-162.3995,http://dpanther2.fiu.edu/worldAtolls/331. Kingman.jpg,Platform area 73.2 km2 with pass at SE; 56% of rim submerged. Lagoon 51.9 km2. Dmax 73 m. Reef typically awash at high tide; managed by U.S. Fish and Wildlife Service. Refs: Allen Coral Atlas 05/21;P10.,Platform area 73.2 km2 with pass at SE; 56% of rim submerged. Lagoon 51.9 km2. Dmax 73 m. Reef typically awash at high tide; managed by U.S. Fish and Wildlife Service. Refs: Allen Coral Atlas 05/21;P10.,-18078229.645082228,714692.6481725565
Palmyra,"Closed Atoll, Altered Salinity/Oxygen",Line Islands (United States),5.8839,-162.0834,http://dpanther2.fiu.edu/worldAtolls/332. Palmyra.jpg,"Platform 45.9 km2; Lagoon(s) 4.0 km2 (not incl. west channel), Dmax 53m. Four lagoons, the largest and deepest three are depleted of oxygen and elevated in sulfide levels below a depth of 30m. Refs: Allen Coral Atlas 05/21; G2; P10.","Platform 45.9 km2; Lagoon(s) 4.0 km2 (not incl. west channel), Dmax 53m. Four lagoons, the largest and deepest three are depleted of oxygen and elevated in sulfide levels below a depth of 30m. Refs: Allen Coral Atlas 05/21; G2; P10.",-18043041.554042473,656147.0488579487
Teraina,Remnant Lagoon,Line Islands (Kiribati),4.6839,-160.3803,http://dpanther2.fiu.edu/worldAtolls/333. Teraina.jpg,"Platform 22.3 km2, lagoon 2.7 km2, 10m-deep remnant lagoon is fresh water; additional 64 ha bog at west. East bog with center island is another 66 ha. Ref: Allen Coral Atlas 05/21; W3.","Platform 22.3 km2, lagoon 2.7 km2, 10m-deep remnant lagoon is fresh water; additional 64 ha bog at west. East bog with center island is another 66 ha. Ref: Allen Coral Atlas 05/21; W3.",-17853453.329272453,521991.0962442623
Tabuaeran,Atoll,Line Islands (Kiribati),3.8637,-159.3236,http://dpanther2.fiu.edu/worldAtolls/334. Tabuaeran.jpg,"aka Fanning. Platform area 159.7 km2, pass at central west rim. Lagoon ~93 km2 with reticulations (no Allen Atlas bio coverage) Dmax 16m. Ref: Allen Coral Atlas 05/21; P10.","aka Fanning. Platform area 159.7 km2, pass at central west rim. Lagoon ~93 km2 with reticulations (no Allen Atlas bio coverage) Dmax 16m. Ref: Allen Coral Atlas 05/21; P10.",-17735822.023351196,430431.46309906174
Kiritimati,"Closed Atoll, Altered Salinity/Oxygen",Line Islands (Kiribati),1.8708,-157.4141,http://dpanther2.fiu.edu/worldAtolls/335. Kiritimati.jpg,Platform 530 m2; Lagoon ~300 km2. Reticulated compartments form multiple lagoons; outer lagoons euhaline; enclosed inner lagoons vary from fresh water to hypersaline. Dmax 4 m. Refs: Google Earth 06/21; S1; P10.,Platform 530 m2; Lagoon ~300 km2. Reticulated compartments form multiple lagoons; outer lagoons euhaline; enclosed inner lagoons vary from fresh water to hypersaline. Dmax 4 m. Refs: Google Earth 06/21; S1; P10.,-17523257.45568144,208293.51793284027
Malden,Remnant Lagoon,Line Islands (Kiribati),-4.0221,-154.925,http://dpanther2.fiu.edu/worldAtolls/336. Malden.jpg,Platform 42.0 km2. Remnant 15.3 km2 shallow lagoon reported as brackish with subsurface tidal connections. Other adjacent small ponds are hypersaline guano mining pits with cyanobacterial mats. Ref: Keating 1992.,Platform 42.0 km2. Remnant 15.3 km2 shallow lagoon reported as brackish with subsurface tidal connections. Other adjacent small ponds are hypersaline guano mining pits with cyanobacterial mats. Ref: Keating 1992.,-17246172.111147907,-448106.3111848739
Starbuck,Remnant Lagoon,Line Islands (Kiribati),-5.6405,-155.8776,http://dpanther2.fiu.edu/worldAtolls/337. Starbuck.jpg,"Platform 30.3 km2. Lagoon ~8km2, dissected into multiple shallow and hypersaline ponds with salty crusts on surface. Some seawater connections to those at east. Bucket essentially filled. Refs: Allen Coral Atlas 05/21; Adjeroud et al. 2000; Keating 1992.","Platform 30.3 km2. Lagoon ~8km2, dissected into multiple shallow and hypersaline ponds with salty crusts on surface. Some seawater connections to those at east. Bucket essentially filled. Refs: Allen Coral Atlas 05/21; Adjeroud et al. 2000; Keating 1992.",-17352215.058077578,-628914.2611626701
Caroline,Closed Atoll,Line Islands (Kiribati),-9.9648,-150.2077,http://dpanther2.fiu.edu/worldAtolls/338. Caroline.jpg,"Platform with numerous motu, 24.6 km2 with coral reefs at the perimeter. Lagoon 6.45 km2 with pools  8.8-13.7m deep and reticulate reefs and abundant Tridacna maxima populations in shallower sections. Dmax 33.3 m. Refs: Allen Coral Atlas 06/21; B1.","Platform with numerous motu, 24.6 km2 with coral reefs at the perimeter. Lagoon 6.45 km2 with pools  8.8-13.7m deep and reticulate reefs and abundant Tridacna maxima populations in shallower sections. Dmax 33.3 m. Refs: Allen Coral Atlas 06/21; B1.",-16721044.677228794,-1114911.295681284
Kanton,Atoll,Phoenix Islands (Kiribati),-2.814,-171.6735,http://dpanther2.fiu.edu/worldAtolls/339. Kanton.jpg,"Platform area 73 km2. Lagoon 48.3 km2, Dmax 22m (P10); 26m (O1). Lagoon reticulated but data not yet available on Allen Atlas 06/21.","Platform area 73 km2. Lagoon 48.3 km2, Dmax 22m (P10); 26m (O1). Lagoon reticulated but data not yet available on Allen Atlas 06/21.",-19110606.602699045,-313379.0582421991
Enderbury,Remnant Lagoon,Phoenix Islands (Kiribati),-3.1263,-171.0865,http://dpanther2.fiu.edu/worldAtolls/340. Enderbury.jpg,"Platform 8.8 km2; remnant lagoon shallow and  brackish, 3.78 km2. Refs: Allen Atlas 05/21; O1.","Platform 8.8 km2; remnant lagoon shallow and  brackish, 3.78 km2. Refs: Allen Atlas 05/21; O1.",-19045262.061603393,-348190.9424982253
Birnie,Remnant Lagoon,Phoenix Islands (Kiribati),-3.5847,-171.5169,http://dpanther2.fiu.edu/worldAtolls/341. Birnie.jpg,"Platform 2.1 km2; emergent area 67.3 ha; Remnant lagoon area shallow, brackish pond, considered a filled bucket. Refs: Allen Coral Atlas 05/21; A1.","Platform 2.1 km2; emergent area 67.3 ha; Remnant lagoon area shallow, brackish pond, considered a filled bucket. Refs: Allen Coral Atlas 05/21; A1.",-19093173.97044082,-399307.5690480225
McKean,Remnant Lagoon,Phoenix Islands (Kiribati),-3.5954,-174.1229,http://dpanther2.fiu.edu/worldAtolls/342. McKean.jpg,"Platform ~4.8 km2 (imagery poor); emergent portion ~3.3 km2; 21 ha remnant lagoon partially filled with mud and guano, Dmax 15cm. Reportedly recharged to some degree by tidal connections. Refs: Google Earth 05/21; D1;T2.","Platform ~4.8 km2 (imagery poor); emergent portion ~3.3 km2; 21 ha remnant lagoon partially filled with mud and guano, Dmax 15cm. Reportedly recharged to some degree by tidal connections. Refs: Google Earth 05/21; D1;T2.",-19383272.563448094,-400501.0296272928
Rawaki,Remnant Lagoon,Phoenix Islands (Kiribati),-3.7217,-170.7118,http://dpanther2.fiu.edu/worldAtolls/343. Rawaki.jpg,"Platform ~5.3 km2 (imagery poor). Emergent portion 3.48 km2. Remnant lagoon area 74 ha; shallow, brackish pond. Refs: Google Earth 05/21; O1.","Platform ~5.3 km2 (imagery poor). Emergent portion 3.48 km2. Remnant lagoon area 74 ha; shallow, brackish pond. Refs: Google Earth 05/21; O1.",-19003550.648403157,-414589.39567816444
Orona,Closed Atoll,Phoenix Islands (Kiribati),-4.5118,-172.1798,http://dpanther2.fiu.edu/worldAtolls/345. Orona.jpg,Platform area 43.1km2. Lagoon 27.2 km2 incl. 35 ha embayment at NE. Pinnacles (?) esp. in W lagoon. Dmax 20m. Refs: Allen Coral Atlas 05/21; A8.,Platform area 43.1km2. Lagoon 27.2 km2 incl. 35 ha embayment at NE. Pinnacles (?) esp. in W lagoon. Dmax 20m. Refs: Allen Coral Atlas 05/21; A8.,-19166967.66088768,-502771.1526366747
Atafu,Closed Atoll,Tokelau Islands (New Zealand),-8.5602,-172.4929,http://dpanther2.fiu.edu/worldAtolls/347. Atafu.jpg,"Platform area 26.7 km2; all of rim coral/algae. Lagoon 14.1 km2 with rubble and coral/algae assoc. with variable apron, grading to ~10m deep at W with reticulate pattern of sand & large areas of microalgae. No Dmax data. Ref: Allen Coral Atlas 05/21.","Platform area 26.7 km2; all of rim coral/algae. Lagoon 14.1 km2 with rubble and coral/algae assoc. with variable apron, grading to ~10m deep at W with reticulate pattern of sand & large areas of microalgae. No Dmax data. Ref: Allen Coral Atlas 05/21.",-19201821.793455057,-956482.1003123065
Nikunonu,Closed Atoll,Tokelau Islands (New Zealand),-9.1687,-171.8176,http://dpanther2.fiu.edu/worldAtolls/348. Nikunonu.jpg,Platform area 116 km2 with coral/algal rim. Lagoon 94.9 km2. Shoal areas sand & rubble at N; coral & sand south. Marginal areas ~10m deep; ~92% of lagoon likely >20m deep with numerous sand pinnacles. Ref: Allan Coral Atlas 05/21.,Platform area 116 km2 with coral/algal rim. Lagoon 94.9 km2. Shoal areas sand & rubble at N; coral & sand south. Marginal areas ~10m deep; ~92% of lagoon likely >20m deep with numerous sand pinnacles. Ref: Allan Coral Atlas 05/21.,-19126647.741322357,-1025039.2132170998
Fakaofo,Closed Atoll,Tokelau Islands (New Zealand),-9.3736,-171.2162,http://dpanther2.fiu.edu/worldAtolls/349. Fakafo.jpg,"Platform 68.9 km2 with strongly developed coral/algae along E rim, extending through multiple hoa to 48.1km2  lagoon where margins are coral, sand /µalgae, grading into deeper water (>20m?) with sand/coral reticulation (cf. Atafu). Ref: Allan Atlas 05/2","Platform 68.9 km2 with strongly developed coral/algae along E rim, extending through multiple hoa to 48.1km2  lagoon where margins are coral, sand /µalgae, grading into deeper water (>20m?) with sand/coral reticulation (cf. Atafu). Ref: Allan Atlas 05/2",-19059700.199559286,-1048150.4931821724
Olosega,"Closed Atoll, Altered Salinity/Oxygen",Samoa,-11.0555,-171.078,http://dpanther2.fiu.edu/worldAtolls/350. Olosega.jpg,"aka Swains Island. Platform 5.6 km2; rim surrounded by coral/algae. Remnant lagoon 1.21 km2, Dmax 12m, salinity 4-5‰. Refs. Allen Coral Reef Atlas 06/21; V4.","aka Swains Island. Platform 5.6 km2; rim surrounded by coral/algae. Remnant lagoon 1.21 km2, Dmax 12m, salinity 4-5‰. Refs. Allen Coral Reef Atlas 06/21; V4.",-19044315.845931653,-1238401.2633033355
Rose,Atoll Reef,Samoa,-14.5452,-168.1554,http://dpanther2.fiu.edu/worldAtolls/351. Rose.jpg,Islands <2% of rim. Platform 7.3 km2; Rim and channel at NW with coral/algal growth. Lagoon 2.16 km2 (3 km2 with apron) with reef slope at east. Dmax 20 m. Refs: Allen Coral Atlas 06/21; P10 (depth).,Islands <2% of rim. Platform 7.3 km2; Rim and channel at NW with coral/algal growth. Lagoon 2.16 km2 (3 km2 with apron) with reef slope at east. Dmax 20 m. Refs: Allen Coral Atlas 06/21; P10 (depth).,-18718973.502139233,-1636841.1813278275
Beveridge Reef,Atoll Reef,Isolated Pacific SE of Niue,-20.0039,-167.7589,http://dpanther2.fiu.edu/worldAtolls/352. Beveridge.jpg,Platform area 36.9 km2 with pass at west. Lagoon 12.5 km2. No Allen Atlas bio/geo coverage 06/21.,Platform area 36.9 km2 with pass at west. Lagoon 12.5 km2. No Allen Atlas bio/geo coverage 06/21.,-18674835.324039698,-2273492.9412493943
Minerva Reef (north),Atoll Reef,"Isolated Pacific, south of Lau Islands, Fiji",-23.6413,-178.9133,http://dpanther2.fiu.edu/worldAtolls/352. Minerva Reefs.jpg,Platform area 33.8 km2 with pass at NW. No Allen Atlas bio/geo coverage 05/21. Lagoon area apparently >10-20m deep = 18.5 km2; Dmax 31 m from British Admiralty chart 968,Platform area 33.8 km2 with pass at NW. No Allen Atlas bio/geo coverage 05/21. Lagoon area apparently >10-20m deep = 18.5 km2; Dmax 31 m from British Admiralty chart 968,-19916537.452144187,-2709759.4718163377
Minerva Reef (south),Atoll Reef,"Isolated Pacific, south of Las Islands, Fiji",-23.9371,-179.11,http://dpanther2.fiu.edu/worldAtolls/352. Minerva Reefs.jpg,"Reef dries at low tide; Platform 26 km2. Two lagoons, NE= 9.7 km2, 6.4 km2 with depth >10m; Dmax 21.5m. SW lagoon 4.7 km2, 2.5 km2 with depth >10m; Dmax 12.8 m from British Admiralty map 968.","Reef dries at low tide; Platform 26 km2. Two lagoons, NE= 9.7 km2, 6.4 km2 with depth >10m; Dmax 21.5m. SW lagoon 4.7 km2, 2.5 km2 with depth >10m; Dmax 12.8 m from British Admiralty map 968.",-19938433.995983228,-2745745.3415557696
Penrhyn,Atoll,Cook Islands,-8.9993,-157.9715,http://dpanther2.fiu.edu/worldAtolls/355. Penrhyn.jpg,aka Tongareva. Platform area 231.65 km2 (316 km2 by P10); lagoon 191.81 km2 with numerous pinnacles NW & SE; Dmax 67m. Refs: Allen Coral Atlas 06/21; P10.,aka Tongareva. Platform area 231.65 km2 (316 km2 by P10); lagoon 191.81 km2 with numerous pinnacles NW & SE; Dmax 67m. Refs: Allen Coral Atlas 06/21; P10.,-17585306.93984961,-1005942.167859883
Rakahanga,Closed Atoll,Cook Islands,-10.0165,-161.0896,http://dpanther2.fiu.edu/worldAtolls/356. Rakahanga.jpg,Platform 11.56 km2; lagoon 3.94 km2 Ref: Allen Coral Atlas 06/21.,Platform 11.56 km2; lagoon 3.94 km2 Ref: Allen Coral Atlas 06/21.,-17932412.244092118,-1120755.1289996796
Manahiki,Closed Atoll,Cook Islands,-10.4259,-161.0007,http://dpanther2.fiu.edu/worldAtolls/357. Manahiki.jpg,"Platform area 60.46 km2 (Allen Coral Atlas 06/21); lagoon 45.07 km2 with numerous pinnacles, reticulate reefs at west & east. Lagoon renewal time 53-62 days. Dmax 76m; Dx̄  29.6m. Refs: A4; C1.","Platform area 60.46 km2 (Allen Coral Atlas 06/21); lagoon 45.07 km2 with numerous pinnacles, reticulate reefs at west & east. Lagoon renewal time 53-62 days. Dmax 76m; Dx̄  29.6m. Refs: A4; C1.",-17922515.941360597,-1167064.35844783
Pukapuka,Atoll,Cook Islands,-10.8858,-165.8534,http://dpanther2.fiu.edu/worldAtolls/358. Pukapuka.jpg,"Platform area 24.60 km2, triangular with western tail-like extension (32 km2 by P10). Apron 300->500m wide, lagoon 9.2 km2, mostly shallow but with deep central pockets. Cross-lagoon reticulations. Dmax 50m. Refs: Allen Coral Atlas 06/21; P10.","Platform area 24.60 km2, triangular with western tail-like extension (32 km2 by P10). Apron 300->500m wide, lagoon 9.2 km2, mostly shallow but with deep central pockets. Cross-lagoon reticulations. Dmax 50m. Refs: Allen Coral Atlas 06/21; P10.",-18462716.034333114,-1219158.6761113633
Palmerston,Closed Atoll,Cook Islands,-18.0474,-163.1548,http://dpanther2.fiu.edu/worldAtolls/360. Palmerston.jpg,"Platform area 60.72 km2; lagoon 38.5 km2 with narrow passes at west, one at east; 46.9% of lagoon >20m, Dmax 34.6 m. Refs: Allen Coral Atlas 06/21; I1, I2.","Platform area 60.72 km2; lagoon 38.5 km2 with narrow passes at west, one at east; 46.9% of lagoon >20m, Dmax 34.6 m. Refs: Allen Coral Atlas 06/21; I1, I2.",-18162309.256478388,-2043097.3777315265
Manuae,Closed Atoll,Cook Islands,-19.2697,-158.9441,http://dpanther2.fiu.edu/worldAtolls/361. Manuae-Cook Islands.jpg,"Platform area 22.76 km2. Lagoon 9.7 km2, very shallow, >1m at southern end, 1-2m at north. Refs: Allen Coral Atlas 06/21; S15.","Platform area 22.76 km2. Lagoon 9.7 km2, very shallow, >1m at southern end, 1-2m at north. Refs: Allen Coral Atlas 06/21; S15.",-17693576.27659515,-2186714.5976347607
Motu One,Closed Atoll,"French Polynesia, Society Islands",-15.8143,-154.5224,http://dpanther2.fiu.edu/worldAtolls/362. Motu One.jpg,aka Bellinghausen. Platform area 13.08 km2. Lagoon 3.24 km2 with numerous pinnacles. Refs: Allen Coral Atlas 06/21; G8; S3.,aka Bellinghausen. Platform area 13.08 km2. Lagoon 3.24 km2 with numerous pinnacles. Refs: Allen Coral Atlas 06/21; G8; S3.,-17201354.884154532,-1783227.6149285634
Tupai,Closed Atoll,"French Polynesia, Society Islands",-16.2623,-151.8165,http://dpanther2.fiu.edu/worldAtolls/363. Tupai.jpg,"Platform area 30.39 km2, lagoon 7.85 km2, Dmax 10m. Relatively new atoll with volcanic base only a few tens of meters below lagoon. Refs: Allen Coral Atlas 06/21; G8; S3; https://de.zxc.wiki/wiki/Tupai","Platform area 30.39 km2, lagoon 7.85 km2, Dmax 10m. Relatively new atoll with volcanic base only a few tens of meters below lagoon. Refs: Allen Coral Atlas 06/21; G8; S3; https://de.zxc.wiki/wiki/Tupai",-16900135.474017013,-1835118.6372578014
Scilly,Closed Atoll,"French Polynesia, Society Islands",-16.5434,-154.6841,http://dpanther2.fiu.edu/worldAtolls/364. Manuae.jpg,"aka Manuae. Platform area 117.1 km2. Lagoon 80.65 km2, 80% of which is 40-60m deep; Dmax 70m. Refs: Allen Coral Atlas 06/21; S4.","aka Manuae. Platform area 117.1 km2. Lagoon 80.65 km2, 80% of which is 40-60m deep; Dmax 70m. Refs: Allen Coral Atlas 06/21; S4.",-17219355.245815806,-1867738.2015182616
Mopelia,Atoll,"French Polynesia, Society Islands",-16.8098,-153.9555,http://dpanther2.fiu.edu/worldAtolls/365. Maupihaa.jpg,"aka Maupiha'a. Platform area 52.86 km2,  narrow channel at NW. Lagoon 28.92 km2; Dmax 41m; Dx̄ 26 m. Refs: Allen Coral Atlas 06/21; A4.","aka Maupiha'a. Platform area 52.86 km2,  narrow channel at NW. Lagoon 28.92 km2; Dmax 41m; Dx̄ 26 m. Refs: Allen Coral Atlas 06/21; A4.",-17138247.864823826,-1898695.8301999317
Tetiaroa,Closed Atoll,"French Polynesia, Society Islands",-17.007,-149.5602,http://dpanther2.fiu.edu/worldAtolls/366. Tetiaroa.jpg,"Platform area 10.78 km2, lagoon Dmax 20m. Relatively new atoll with volcanic base only a few tens of meters below lagoon. Refs: G8; S3; S13. Privately owned atoll. See also Taiaro and Manuhangi","Platform area 10.78 km2, lagoon Dmax 20m. Relatively new atoll with volcanic base only a few tens of meters below lagoon. Refs: G8; S3; S13. Privately owned atoll. See also Taiaro and Manuhangi",-16648965.306940151,-1921639.896714871
Iles Maria,Closed Atoll,"French Polynesia, Austral Islands",-21.8095,-154.7047,http://dpanther2.fiu.edu/worldAtolls/367. Iles Maria.jpg,"Platform area 15.75 km2; lagoon shallow and sandy, ~7.2 km2 Ref: Google Earth 06/21.","Platform area 15.75 km2; lagoon shallow and sandy, ~7.2 km2 Ref: Google Earth 06/21.",-17221648.427326147,-2488668.741933823
Napuka,Closed Atoll,"French Polynesia, Tuamotu group",-14.1726,-141.231,http://dpanther2.fiu.edu/worldAtolls/368. Napuka.jpg,Platform area 39.4 km2. Lagoon area 20.29 km2. Refs: Allen Coral Atlas 05/21; S3.,Platform area 39.4 km2. Lagoon area 20.29 km2. Refs: Allen Coral Atlas 05/21; S3.,-15721763.00422482,-1594025.9648913834
Manihi,Atoll,"French Polynesia, Tuamotu group",-14.4038,-145.9477,http://dpanther2.fiu.edu/worldAtolls/369. Manihi.jpg,"Platform 182.39 km2, lagoon 165 km2, Dx̄ 30m, Dmax 37m, renewal time 130 days. Refs: A5; P1; P10.","Platform 182.39 km2, lagoon 165 km2, Dx̄ 30m, Dmax 37m, renewal time 130 days. Refs: A5; P1; P10.",-16246823.646449449,-1620584.6003129003
Takaroa,Atoll,"French Polynesia, Tuamotu group",-14.4496,-144.9694,http://dpanther2.fiu.edu/worldAtolls/370. Takaroa.jpg,"Platform 102.88 km2. Lagoon 85.96 km2, Dx̄ 25.8 m, Dmax 48m, renewal time 76 days. Refs: A4; A5; P1.","Platform 102.88 km2. Lagoon 85.96 km2, Dx̄ 25.8 m, Dmax 48m, renewal time 76 days. Refs: A4; A5; P1.",-16137919.788606392,-1625849.0357138433
Ahe,Atoll,"French Polynesia, Tuamotu group",-14.4784,-146.3037,http://dpanther2.fiu.edu/worldAtolls/371. Ahe.jpg,"Platform area 162.40 km2. Lagoon 144.63 km2; Dx̄ 50m, Dmax 71m; renewal time 252 days. Refs: A4; A5; P1; D7.","Platform area 162.40 km2. Lagoon 144.63 km2; Dx̄ 50m, Dmax 71m; renewal time 252 days. Refs: A4; A5; P1; D7.",-16286453.385171853,-1629159.9781775863
Takapoto,"Closed Atoll, Altered Salinity/Oxygen","French Polynesia, Tuamotu group",-14.6236,-145.2024,http://dpanther2.fiu.edu/worldAtolls/372. Takapoto.jpg,Platform 91.73 km2; lagoon 78.64 km2 with elevated salinity (38-41‰). Dmax 43m; Dx̄ 24.8 m. Renewal time 68 days. Refs: A4; A5; P1; P2.,Platform 91.73 km2; lagoon 78.64 km2 with elevated salinity (38-41‰). Dmax 43m; Dx̄ 24.8 m. Renewal time 68 days. Refs: A4; A5; P1; P2.,-16163857.229961224,-1645859.2112505462
Puka-Puka,"Closed Atoll, Altered Salinity/Oxygen","French Polynesia, Tuamotu group",-14.8176,-138.8167,http://dpanther2.fiu.edu/worldAtolls/373. Puka-Puka.jpg,"Platform area 19.8 km2; lagoon 1.95 km2, closed but for an artificial channel at NW.  Dmax 5m, tendancy for high temp. & low O2. Refs: Allen Coral Atlas 05/21; Salvat 2009, 1971; Pirazzoli et al. 1986.","Platform area 19.8 km2; lagoon 1.95 km2, closed but for an artificial channel at NW.  Dmax 5m, tendancy for high temp. & low O2. Refs: Allen Coral Atlas 05/21; Salvat 2009, 1971; Pirazzoli et al. 1986.",-15453004.357602615,-1668188.1180904503
Mataiva,Closed Atoll,"French Polynesia, Tuamotu group",-14.8831,-148.6738,http://dpanther2.fiu.edu/worldAtolls/374. Mataiva.jpg,"Platform area 33.35 km2 uplifted 3.5m; lagoon 19.90 km2; displays clearly reticulated pattern; lagoon Dx̄ 4m, Dmax 8m. Renewal time 21 days. Refs: A5, M4, P1, P10, S3.","Platform area 33.35 km2 uplifted 3.5m; lagoon 19.90 km2; displays clearly reticulated pattern; lagoon Dx̄ 4m, Dmax 8m. Renewal time 21 days. Refs: A5, M4, P1, P10, S3.",-16550291.710300993,-1675731.5053656516
Tikehau,Atoll,"French Polynesia, Tuamotu group",-15.0031,-148.1738,http://dpanther2.fiu.edu/worldAtolls/375. Tikehau.jpg,"Platform 430.62 km2, uplifted 4m. Lagoon 394 km2;  Dx̄  25m, Dmax 40m. Renewal time 60 days (single pass 4m deep). A5, P1, P10, R2.","Platform 430.62 km2, uplifted 4m. Lagoon 394 km2;  Dx̄  25m, Dmax 40m. Renewal time 60 days (single pass 4m deep). A5, P1, P10, R2.",-16494631.964904357,-1689557.4060912193
